id,number,title,office_marker_info,official_url,description,county,location_info,latitude,longitude,created_at,updated_at
156,156,Gold Point,"<p>STATE HISTORICAL MARKER No. 156</p><p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>E.F. DENTON</p>",http://nvshpo.org/historical-markers/156,"<p>Gold Point was initially called Lime Point for the nearby lime deposits found in 1868.  Processing difficulties in the 1880s discouraged silver mining locally.</p><p>Goldfield ore discoveries in 1902 stimulated area mining interest.  In 1908 miners discovered high grade chlorargyrite, a form of silver chloride known as hornsilver.  The town’s name was changed to Hornsilver, and a typical mining camp developed. A newspaper, postoffice, stores, and saloons began operations, and a town of over 225 wood-frame buildings, tents, and shacks appeared.</p><p>The camp assumed the name Gold Point after 1930 when more gold was being mined than silver. Miners were drawn away to essential World War II industries in October 1942, and major mining ceased at Gold Point.</p>",Esmeralda," Central Region, Esmeralda County. Located on State Route 266, seven miles west of U.S. Highway 95.",37.43738,-117.28617,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
157,157,Lida,<p>STATE HISTORICAL MARKER No. 157</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>E.F. DENTON</p>,http://nvshpo.org/historical-markers/157,"<p>Known as a gathering point for Shoshone and Northern Paiute Indians, Lida Valley was the site of early prospecting in the 1860s.</p><p>Later prospectors organized a mining district in 1867 and laid out the town in 1872.  Soon stores, shops, stables and a post office were established.  Some ore was milled locally, yet high grade ore ($500-$1,000 per ton) was treated at Austin or Belmont.  After 1880 mining declined.</p><p>Lida revived and thrived for three years during the turn-of-the-century Goldfield boom, but declined again in 1907. Mining efforts resumed a few years later and a small community existed here until World War I.</p>",Esmeralda," Central Region, Esmeralda County Located on State Route 266 in Lida, Nevada.",37.45557,-117.49942,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
158,158,Palmetto,"<p>STATE HISTORIC MARKER No. 158</p><p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>E.F. DENTON</p>",http://nvshpo.org/historical-markers/158,"<p>Thinking that local Joshua trees were related to palm trees, the 1866 prospectors named the mining camp Palmetto.  Although a local 12-stamp mill worked the silver ore, the town died for lack of profitable material.  New discoveries in the late 1860s brought Palmetto back to life, but once again meager deposits caused its demise.</p><p>New prospecting in 1903 caused Palmetto to grow to a town of 200 tents on a platted town site.  At its peak in 1906, the commercial street contained all the necessary mining camp businesses.</p><p>Local miners drifted away in autumn, 1906.  Mining, on a lease basis, has been minimal since that time.  An important talc deposit lies nearby.</p>",Esmeralda," Death Valley Basin, Esmeralda County Located on State Route 266, eight miles east of the California border.",38.08428,-117.27266,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
159,159,Ione,"<p>STATE HISTORICAL MARKER No. 159</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>BUS HEDGECORTH</p>",http://nvshpo.org/historical-markers/159,"<p>American Indians lived in Ione Valley for at least 5,000 years.</p><p>In 1863, Euro Americans discovered silver, and in 1864 Ione City was the first county seat of the newly-created Nye County.  Over 600 people worked in the prosperous town until a promising ore body in Belmont attracted most of the miners in 1865, capturing the county seat in 1867.</p><p>Alternately prosperous and poor yet never completely deserted, Ione suffered mining depressions, milling difficulties, and the loss of miners to other rich strikes throughout its history.</p>",Nye," Central Region, Nye County Located on State Route 844 in Ione, Nevada.",38.94939,-117.58752,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
160,160,Panaca Spring,"<p>STATE HISTORICAL MARKER No. 160</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>ELBERT B. EDWARDS</p>",http://nvshpo.org/historical-markers/160,"<p>The large constant flow of warm water from this spring created the desert oasis of Meadow Valley.  First noted by Manley’s ill-fated Death Valley Party in 1849, the site was cultivated in 1858 by Brigham Young’s White Mountain Mission Men, who sought a desert refuge should a federal invasion of Utah occur.  The site was abandoned that same year, when the federal government quelled the Mormon resistance</p><p>Dependent on these spring waters, Mormons built the first permanent settlement in southern Nevada at Panaca in 1864.  For 80 years, all domestic needs depended on this water</p><p>The Meadow Valley Mining District, including the Pioche area, was organized in 1864 with its center at Panaca Spring.</p>",Lincoln," Colorado River Basin, Lincoln County Located on the County road, one mile north of Panaca, Nevada.",37.47742,-114.23106,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
161,161,Churchill County Courthouse,"<p>STATE HISTORICAL MARKER No. 161</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>CHURCHILL COUNTY COMMISSIONER</p>",http://nvshpo.org/historical-markers/161,"<p>Churchill County was created by the Territorial Legislature in 1861 but attached to Lyon County for judicial and revenue purposes.  Churchill County was organized in 1864 and La Plata served as county seat.  In 1868, the local government moved to Stillwater where it remained until March 5, 1903 when Fallon claimed the title.</p><p>The Neo-Classical Churchill County Courthouse was constructed in 1903 on property donated by Warren and Addie Williams and John Oats.  Contractor W.B. Wyrick built the wood building for $7,300 from plans and specifications by Reno architect Benjamin Leon.  The building was completed and accepted by county commissioners F.L. Small, Charles L. Allen and E.S. Harriman on February 2, 1904.</p><p>The building is the only monumental wooden courthouse built in Nevada.  It has been in continuous use since opening.</p>",Churchill," Carson River Basin, Churchill County. Located at the Courthouse in Fallon.",39.47499,-118.77739,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
162,162,Camp McGarry,"<p>STATE HISTORICAL MARKER No. 162</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>CAL-NEVA R.C. & D. PROJECT</p>",http://nvshpo.org/historical-markers/162,"<p>The U. S. Army manned Camp McGarry twelve miles northeast of here at Summit Springs Near Summit Lake on the Old Applegate Trail from 1865 to 1868.</p><p>Troops protected the Idaho-California mail and stage roads and the nearby trails in Nevada and Oregon. The army constructed officers’ quarters, a mess hall, barracks, and a 100-horse stone barn near here.</p><p>In 1866, Camp McGarry was made headquarters of the district of Nevada.  In autumn 1868, troops were moved to Camp Winfield Scott, north of Paradise Valley, Nevada, and Camp McGarry, largest military reservation in Nevada, comprising 75 square miles, was abandoned.</p><p>In 1871, the land transferred to the Bureau of Land Management and was eventually used as an American Indian reservation.</p>",Humboldt,"Black Rock Desert Region, Humboldt CountyLocated at Soldier Meadows Ranch, Summit Lake, south of State Route 293.",40.56548,-117.29118,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
163,163,Dayton Chinatown,"<p>STATE HISTORICAL MARKER No. 163</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>DAYTON HISTORICAL SOCIETY</p>",http://nvshpo.org/historical-markers/163,"<p>The first Chinese brought to this site in 1856 built the “Reese” ditch from the Carson River to the entrance of Gold Canyon.  The ditch was used for placer mining. The Chinese soon began reworking the placer sands, earning a living from those abandoned by other miners.  So many Chinese followed that the settlement was called Chinatown. The name changed to Dayton in 1861 in honor of John Day, who laid out the town and later became Surveyor General of Nevada.</p>",Lyon," Carson River Basin, Lyon County Located at the junction of U.S. Highway 50 and Main Street in Dayton, Nevada.",39.14106,-119.35217,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
164,164,Button Point,<p>STATE HISTORICAL MARKER No. 164</p><p>STATE historic preservation office</p>,http://nvshpo.org/historical-markers/164,"<p>(NAMED IN HONOR OF FRANK BUTTON)</p><p>In 1873, the town of Winnemucca consisted of a few houses, a ferry across the Humboldt River, and Bridge Street paved with sagebrush stubs. That year, Frank Button and his uncle I.V. Button drove cattle to the area to begin ranching operations in the rich, fertile valleys of northern and eastern Humboldt County.</p><p>Using their famous double square brand, they raised thousands of fine horses on the 4,000 square miles of ranchland.  Although the original ranch was sold in 1884, Frank Button continued his ranching activities in this area, and later served as Chairman of the Board of Humboldt County Commissioners.</p>",Humboldt," Humboldt River Basin, Humboldt County Located on Interstate Highway 80, eight miles east of Winnemucca, Nevada.",41.00992,-117.34407,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
165,165,Nevada Test Site,<p>STATE HISTORICAL MARKER No. 165</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/165,"<p>Tests of devices for defense and for peaceful uses of nuclear explosives have been conducted here since the 1950s.  The nation’s principal nuclear explosives testing laboratory was located within this 1,350 square mile, geologically-complex area in the isolated valleys of Jackass, Yucca and Frenchman flats. Selected as the North American test site in 1950, the first test took place on Frenchman Flat in January 1951. Today, the Nevada Test Site is one of the nation’s most important expressions of the Cold War.</p><p>Archeological studies of the Nevada Test Site have revealed continuous occupation over the past 9,500 years.  Several American Indian cultures are represented.  Southern Paiutes were the most recent group to occupy the area</p>",Nye," Central Region, Nye County. Located at the junction of U.S. Highway 95 and the road to Mercury, Nevada.",36.35333,-116.01421,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
166,166,Bowers Mansion,"<p>State Historic Marker No. 166</p>
<p>NEVADA STATE PARK SYSTEM</p>
<p>BOWERS MANSION RESTORATION COMMITTEE</p>",http://nvshpo.org/historical-markers/166,"<p>BUILT – 1864 RESTORED – 1967</p><p>Bowers Mansion is another reminder of the Comstock Bonanza.  Lemuel S. “Sandy” & Eilley Orrum Bowers were probably the first millionaires produced by the famous find in gold canyon.</p><p>As strangers, they had adjoining claims.  After a rich vein was struck, they were soon married and had the mansion built.</p><p>Misfortune followed fortune and soon all was lost.  The richness of their vein gave out; a new mill was destroyed; financiers balked; then Sandy died in 1868.</p><p>Maneuvering to make the property self sustaining, Eilley struggled on.  Finally, in 1878, losing the property by foreclosure to Myron C. Lake.</p><p>Thereupon, the property had a succession of owners including Henry Ritter, who managed it as popular resort from 1903 to 1946.  Eilley Orrum Bowers had died in poverty and unwittingly, she and Sandy left a legacy to Nevada.</p>",Washoe,"Truckee River Basin, Washoe County, Washoe ValleyLocated on Old Highway 395, 10 miles north of Carson City.",39.17082,-119.50438,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
167,167,Valmy,"<p>STATE HISTORICAL MARKER No. 167</p>
<p>STATE historic preservation office</p>
<p>Eugene & Julie Digrazia</p>",http://nvshpo.org/historical-markers/167,"<p>Overlooking the old California Emigrant Trail, Valmy was named after the Battle of Valmy, fought during the French Revolution in 1792. Established in 1910 by the Southern Pacific Railroad Company, Valmy served during the steam era as a water and fuel stop for the railroad.</p><p>Treaty Hill to the northwest marks a division point between the Northern Paiute lands to the west and Shoshone lands to the east. For generations the scene of battles over two springs, Treaty Hill marks the site where peace was wrought by compromise, when Native Americans peacefully divided springs and territory between the warring tribes.</p><p>The first post office here was established as Stonehouse on November 26, 1890.  The name was changed to Valmy March 24, 1915.</p>",Humboldt," Humboldt River Basin, Humboldt County. Located on Interstate Highway 80 at the rest area in Valmy, Nevada.",40.47201,-117.07445,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
